3.349e-03  1.021e+00  
1.016e+00  4.329e-03  
3.826e-01  3.826e-01  
6.250e-01  2.105e-01  
1.900e-01  5.650e-01  
4.947e-01  2.981e-01  
1.003e-01  6.851e-01  
2.829e-01  4.694e-01  
7.874e-01  1.147e-01  
8.841e-01  6.160e-02  
5.429e-02  7.703e-01  
4.367e-01  3.405e-01  
5.577e-01  2.549e-01  
2.362e-01  5.152e-01  
3.316e-01  4.252e-01  
7.009e-01  1.643e-01  
1.452e-01  6.206e-01  
1.230e-01  6.513e-01  
5.250e-01  2.766e-01  
7.428e-01  1.398e-01  
2.590e-01  4.922e-01  
4.089e-01  3.616e-01  
3.568e-01  4.038e-01  
8.334e-01  8.916e-02  
4.650e-01  3.188e-01  
9.379e-01  3.306e-02  
2.124e-01  5.404e-01  
2.992e-02  8.312e-01  
3.072e-01  4.476e-01  
7.721e-02  7.234e-01  
5.904e-01  2.329e-01  
6.623e-01  1.877e-01  
1.679e-01  5.916e-01  
6.819e-01  1.759e-01  
9.111e-01  4.729e-02  
4.226e-02  7.983e-01  
2.477e-01  5.033e-01  
1.115e-01  6.680e-01  
8.899e-02  7.033e-01  
5.097e-01  2.876e-01  
3.437e-01  4.144e-01  
4.798e-01  3.087e-01  
2.949e-01  4.582e-01  
2.238e-01  5.279e-01  
1.342e-01  6.357e-01  
6.078e-01  2.219e-01  
4.510e-01  3.299e-01  
8.582e-01  7.555e-02  
4.230e-01  3.508e-01  
2.017e-01  5.518e-01  
3.696e-01  3.934e-01  
2.710e-01  4.804e-01  
1.670e-02  8.759e-01  
5.413e-01  2.660e-01  
6.581e-02  7.455e-01  
3.960e-01  3.722e-01  
5.738e-01  2.440e-01  
9.685e-01  1.838e-02  
1.789e-01  5.780e-01  
8.097e-01  1.020e-01  
7.643e-01  1.277e-01  
3.194e-01  4.365e-01  
7.208e-01  1.524e-01  
6.433e-01  1.989e-01  
1.564e-01  6.061e-01  
7.110e-01  1.581e-01  
8.337e-02  7.127e-01  
5.995e-01  2.271e-01  
4.027e-01  3.669e-01  
4.300e-01  3.457e-01  
6.712e-01  1.820e-01  
1.848e-01  5.714e-01  
5.327e-01  2.711e-01  
2.768e-01  4.747e-01  
3.758e-01  3.881e-01  
1.289e-01  6.425e-01  
1.062e-01  6.762e-01  
6.911e-01  1.701e-01  
5.026e-01  2.930e-01  
8.975e-01  5.490e-02  
5.178e-01  2.814e-01  
2.528e-01  4.977e-01  
3.504e-01  4.091e-01  
4.722e-01  3.139e-01  
3.376e-01  4.197e-01  
4.872e-01  3.034e-01  
1.398e-01  6.283e-01  
4.814e-02  7.835e-01  
3.011e-01  4.530e-01  
4.581e-01  3.244e-01  
2.069e-01  5.466e-01  
6.160e-01  2.161e-01  
9.241e-01  4.025e-02  
3.599e-02  8.139e-01  
7.749e-01  1.214e-01  
2.294e-01  5.221e-01  
3.633e-01  3.984e-01  
5.496e-01  2.604e-01  
2.412e-01  5.098e-01  
4.163e-01  3.562e-01  
5.964e-02  7.578e-01  
1.173e-01  6.593e-01  
4.440e-01  3.353e-01  
9.437e-02  6.938e-01  
5.657e-01  2.491e-01  
7.523e-01  1.339e-01  
2.323e-02  8.516e-01  
3.892e-01  3.773e-01  
5.823e-01  2.384e-01  
6.525e-01  1.934e-01  
3.254e-01  4.309e-01  
1.736e-01  5.847e-01  
2.651e-01  4.862e-01  
3.131e-01  4.419e-01  
2.181e-01  5.342e-01  
8.225e-01  9.557e-02  
1.509e-01  6.131e-01  
7.311e-01  1.463e-01  
7.181e-02  7.333e-01  
7.979e-01  1.085e-01  
9.519e-01  2.596e-02  
1.961e-01  5.585e-01  
8.720e-01  6.891e-02  
1.619e-01  5.996e-01  
6.343e-01  2.045e-01  
9.884e-03  9.101e-01  
8.446e-01  8.237e-02  
2.887e-01  4.638e-01  
9.848e-01  1.014e-02  
2.855e-01  4.666e-01  
8.387e-01  8.550e-02  
1.142e-01  6.632e-01  
1.259e-01  6.470e-01  
8.610e-02  7.079e-01  
9.589e-01  2.192e-02  
7.810e-01  1.183e-01  
9.766e-01  1.392e-02  
2.214e-01  5.314e-01  
6.963e-01  1.670e-01  
1.931e-01  5.618e-01  
3.913e-02  8.062e-01  
5.373e-01  2.683e-01  
6.029e-01  2.250e-01  
2.740e-01  4.774e-01  
3.285e-01  4.280e-01  
3.790e-01  3.856e-01  
1.871e-01  5.684e-01  
4.614e-01  3.220e-01  
1.089e-01  6.718e-01  
2.266e-01  5.249e-01  
2.676e-01  4.834e-01  
6.861e-01  1.731e-01  
2.797e-01  4.720e-01  
4.121e-01  3.590e-01  
1.822e-01  5.743e-01  
5.286e-01  2.741e-01  
1.370e-01  6.317e-01  
2.099e-01  5.433e-01  
4.261e-01  3.484e-01  
5.139e-01  2.842e-01  
5.769e-01  2.418e-01  
2.501e-01  5.007e-01  
5.063e-01  2.901e-01  
1.428e-01  6.239e-01  
3.530e-01  4.069e-01  
2.975e-01  4.556e-01  
3.345e-01  4.226e-01  
4.688e-01  3.164e-01  
9.171e-01  4.405e-02  
4.760e-01  3.112e-01  
3.861e-01  3.801e-01  
5.213e-01  2.790e-01  
1.362e-02  8.905e-01  
4.476e-01  3.326e-01  
4.537e-02  7.897e-01  
4.834e-01  3.059e-01  
1.031e-01  6.806e-01  
3.726e-01  3.906e-01  
9.762e-02  6.886e-01  
4.334e-01  3.430e-01  
5.954e-01  2.304e-01  
2.446e-01  5.067e-01  
3.593e-01  4.013e-01  
3.470e-01  4.119e-01  
7.469e-01  1.370e-01  
7.055e-01  1.611e-01  
2.047e-01  5.501e-01  
3.407e-01  4.171e-01  
4.546e-01  3.269e-01  
3.162e-01  4.390e-01  
4.197e-01  3.538e-01  
4.906e-01  3.007e-01  
3.927e-01  3.745e-01  
3.666e-01  3.955e-01  
9.039e-01  5.134e-02  
6.574e-01  1.905e-01  
3.225e-01  4.337e-01  
5.864e-01  2.358e-01  
3.100e-01  4.445e-01  
1.198e-01  6.555e-01  
4.990e-01  2.956e-01  
2.329e-01  5.188e-01  
4.058e-01  3.641e-01  
8.163e-01  9.837e-02  
2.619e-01  4.887e-01  
5.533e-01  2.579e-01  
4.403e-01  3.378e-01  
6.889e-02  7.393e-01  
7.164e-01  1.548e-01  
3.291e-02  8.228e-01  
8.649e-01  7.227e-02  
5.690e-01  2.469e-01  
5.450e-01  2.630e-01  
1.707e-01  5.880e-01  
3.990e-01  3.696e-01  
8.905e-01  5.835e-02  
6.666e-01  1.848e-01  
6.118e-01  2.186e-01  
6.386e-01  2.020e-01  
8.012e-02  7.177e-01  
1.985e-01  5.563e-01  
1.593e-01  6.027e-01  
1.313e-01  6.397e-01  
6.205e-01  2.132e-01  
9.432e-01  2.958e-02  
1.764e-01  5.808e-01  
1.484e-01  6.169e-01  
1.538e-01  6.094e-01  
2.559e-01  4.949e-01  
7.450e-02  7.283e-01  
7.378e-01  1.435e-01  
